,mxnet,tensorflow,seed,dim
0,0.0032890000000000974,0.007130000000000081,0,400
1,0.0026639999999997777,0.0005399999999999849,0,400
2,0.002234999999999765,0.0005030000000001422,0,400
3,0.0024440000000001127,0.0004889999999999617,0,400
4,0.0023050000000002235,0.0005199999999998539,0,400
5,0.0023159999999999847,0.0004919999999999369,1,400
6,0.0023409999999999265,0.0004879999999998219,1,400
7,0.0023080000000001988,0.0005030000000001422,1,400
8,0.0025100000000000122,0.0005090000000000927,1,400
9,0.0022920000000001828,0.0004940000000002165,1,400
10,0.002269999999999772,0.00048499999999984666,2,400
11,0.0022099999999998232,0.0004819999999998714,2,400
12,0.0023289999999995814,0.0004979999999998874,2,400
13,0.0023089999999998945,0.00048100000000017573,2,400
14,0.002298999999999829,0.000496000000000052,2,400
15,0.0023199999999996557,0.00048100000000017573,3,400
16,0.0021689999999998655,0.00048100000000017573,3,400
17,0.0021650000000001945,0.00048100000000017573,3,400
18,0.002155000000000129,0.0004819999999998714,3,400
19,0.00216700000000003,0.00048000000000003595,3,400
20,0.00223899999999988,0.0004789999999998962,4,400
21,0.0021759999999999557,0.00048000000000003595,4,400
22,0.00224700000000011,0.0004909999999997972,4,400
23,0.002210999999999963,0.0004819999999998714,4,400
24,0.0021689999999998655,0.000484000000000151,4,400
25,0.0023209999999997954,0.0004940000000002165,5,400
26,0.0022090000000001275,0.0004839999999997069,5,400
27,0.0022769999999998625,0.0004839999999997069,5,400
28,0.0021679999999997257,0.00048000000000003595,5,400
29,0.002178999999999931,0.00048000000000003595,5,400
30,0.0021569999999999645,0.00048100000000017573,6,400
31,0.0022259999999998392,0.0004930000000000767,6,400
32,0.002216000000000218,0.00048699999999968213,6,400
33,0.002156000000000269,0.00048000000000003595,6,400
34,0.0022169999999999135,0.000476000000000365,6,400
35,0.002155000000000129,0.00048499999999984666,7,400
36,0.002178999999999931,0.0004819999999998714,7,400
37,0.0022060000000001523,0.0004900000000001015,7,400
38,0.00216700000000003,0.0004819999999998714,7,400
39,0.0022240000000000038,0.00048599999999998644,7,400
40,0.0021810000000002105,0.0004789999999998962,8,400
41,0.0022820000000001173,0.0004889999999999617,8,400
42,0.0021580000000001043,0.0004819999999998714,8,400
43,0.0022459999999999702,0.0004819999999998714,8,400
44,0.0021569999999999645,0.0004770000000000607,8,400
45,0.0022039999999998727,0.00048100000000017573,9,400
46,0.0021649999999997505,0.00048500000000029075,9,400
47,0.0022240000000000038,0.0004910000000002412,9,400
48,0.002250999999999781,0.0004889999999999617,9,400
49,0.002151000000000014,0.00048000000000003595,9,400
50,0.0021620000000002193,0.00047900000000034026,10,400
51,0.002383000000000024,0.0004789999999998962,10,400
52,0.002161999999999775,0.00048100000000017573,10,400
53,0.0022290000000002586,0.00048699999999968213,10,400
54,0.0022410000000001595,0.0004820000000003155,10,400
55,0.0022479999999998057,0.0004830000000000112,11,400
56,0.002207000000000292,0.0004919999999999369,11,400
57,0.0021640000000000548,0.0004830000000000112,11,400
58,0.0021930000000001115,0.0004789999999998962,11,400
59,0.0021700000000000053,0.0004739999999996414,11,400
60,0.002231000000000094,0.0004900000000001015,12,400
61,0.0021689999999998655,0.0004820000000003155,12,400
62,0.002205999999999708,0.00048100000000017573,12,400
63,0.002264000000000266,0.0004929999999996326,12,400
64,0.0021970000000002265,0.0005110000000003723,12,400
65,0.0022180000000000533,0.0004889999999999617,13,400
66,0.0021359999999996937,0.0004780000000002005,13,400
67,0.0022690000000000765,0.0005209999999999937,13,400
68,0.0021599999999999397,0.0004819999999998714,13,400
69,0.0022880000000000678,0.0004919999999999369,13,400
70,0.0022959999999998537,0.0004900000000001015,14,400
71,0.002266999999999797,0.0004830000000000112,14,400
72,0.0024380000000001623,0.0005069999999998132,14,400
73,0.002350999999999992,0.0005269999999999442,14,400
74,0.0021999999999997577,0.0005100000000002325,14,400
75,0.002377999999999769,0.0005129999999997636,15,400
76,0.0027620000000001532,0.0005159999999997389,15,400
77,0.0027500000000002522,0.0006390000000000562,15,400
78,0.002275000000000027,0.0007619999999999294,15,400
79,0.0028250000000000774,0.0006170000000000897,15,400
80,0.0022760000000001668,0.000500000000000167,16,400
81,0.0023620000000001973,0.0005419999999998204,16,400
82,0.0023439999999999017,0.0005380000000001495,16,400
83,0.002301999999999804,0.0005049999999999777,16,400
84,0.0021359999999996937,0.0004870000000001262,16,400
85,0.002285999999999788,0.0004909999999997972,17,400
86,0.0021689999999998655,0.00048100000000017573,17,400
87,0.0022169999999999135,0.000488000000000266,17,400
88,0.0023900000000001143,0.0004979999999998874,17,400
89,0.0021759999999999557,0.000484000000000151,17,400
90,0.0022330000000003736,0.0004789999999998962,18,400
91,0.0022020000000000373,0.0004780000000002005,18,400
92,0.002170999999999701,0.0004730000000003898,18,400
93,0.002199000000000062,0.0004779999999997564,18,400
94,0.002156000000000269,0.00048000000000003595,18,400
95,0.0021770000000000955,0.0004780000000002005,19,400
96,0.0021700000000000053,0.00048500000000029075,19,400
97,0.002222999999999864,0.00048100000000017573,19,400
98,0.0021589999999998,0.00047900000000034026,19,400
99,0.0021659999999998902,0.00047900000000034026,19,400
100,0.002219000000000193,0.0004940000000002165,0,500
101,0.00231099999999973,0.000488000000000266,0,500
102,0.002178999999999931,0.0004930000000000767,0,500
103,0.002136000000000138,0.0004819999999998714,0,500
104,0.002142999999999784,0.00048499999999984666,0,500
105,0.0021620000000002193,0.0004979999999998874,1,500
106,0.0022380000000001843,0.000516000000000183,1,500
107,0.0022079999999999878,0.0004970000000001917,1,500
108,0.0022759999999997227,0.00048599999999998644,1,500
109,0.0022060000000001523,0.0004870000000001262,1,500
110,0.0021559999999998247,0.00048099999999973164,2,500
111,0.002151000000000014,0.00048599999999998644,2,500
112,0.002159000000000244,0.0004870000000001262,2,500
113,0.0021719999999998407,0.0004770000000000607,2,500
114,0.002646999999999622,0.0004999999999997229,2,500
115,0.0024210000000000065,0.0004910000000002412,3,500
116,0.002156000000000269,0.0004910000000002412,3,500
117,0.0021919999999999717,0.000484000000000151,3,500
118,0.0021649999999997505,0.00048099999999973164,3,500
119,0.00216700000000003,0.000484000000000151,3,500
120,0.0021759999999995117,0.0004879999999998219,4,500
121,0.002373999999999654,0.0004919999999994928,4,500
122,0.0024319999999997677,0.0005660000000000664,4,500
123,0.0025519999999996656,0.0006319999999995218,4,500
124,0.0027879999999997906,0.0005229999999993851,4,500
125,0.0021650000000006386,0.0004780000000002005,5,500
126,0.0022370000000000445,0.0005239999999995248,5,500
127,0.0023569999999999425,0.0005069999999998132,5,500
128,0.0022449999999993864,0.0004789999999994521,5,500
129,0.0021930000000001115,0.0004710000000001102,5,500
130,0.0022009999999994534,0.0006099999999999994,6,500
131,0.002194999999999503,0.0004739999999996414,6,500
132,0.00215099999999957,0.0004710000000001102,6,500
133,0.0023100000000004783,0.00047200000000025,6,500
134,0.0025249999999994444,0.0004739999999996414,6,500
135,0.0021940000000002513,0.00047499999999978115,7,500
136,0.0024290000000002365,0.0004830000000000112,7,500
137,0.0021689999999994214,0.0004789999999994521,7,500
138,0.0023689999999998435,0.0004739999999996414,7,500
139,0.0021589999999998,0.0004739999999996414,7,500
140,0.0021290000000000475,0.0004770000000000607,8,500
141,0.0021800000000000708,0.00048699999999968213,8,500
142,0.002174999999999372,0.00047599999999992093,8,500
143,0.002161999999999331,0.0004729999999995016,8,500
144,0.0021539999999999893,0.00047900000000034026,8,500
145,0.0022900000000003473,0.0004940000000006606,9,500
146,0.002146999999999899,0.0004849999999994026,9,500
147,0.0021409999999999485,0.0004900000000001015,9,500
148,0.0022050000000000125,0.0004839999999992628,9,500
149,0.002456000000000458,0.0004770000000000607,9,500
150,0.0021659999999998902,0.0004729999999995016,10,500
151,0.0023460000000001813,0.0004710000000001102,10,500
152,0.002098999999999407,0.0004710000000001102,10,500
153,0.002326999999999302,0.0004770000000000607,10,500
154,0.002207000000000292,0.0004940000000006606,10,500
155,0.002151000000000458,0.0005130000000006518,11,500
156,0.0021450000000005076,0.00048500000000029075,11,500
157,0.0022289999999998145,0.00048699999999968213,11,500
158,0.0021769999999996514,0.00047599999999992093,11,500
159,0.0021409999999999485,0.0004739999999996414,11,500
160,0.002196000000000531,0.0004889999999999617,12,500
161,0.0021719999999998407,0.0004889999999999617,12,500
162,0.002164000000000499,0.0004880000000007101,12,500
163,0.002159000000000688,0.00048699999999968213,12,500
164,0.0024610000000002685,0.00048000000000048004,12,500
165,0.0021940000000002513,0.00047599999999992093,13,500
166,0.002136000000000138,0.0004770000000000607,13,500
167,0.0022299999999999542,0.00047499999999978115,13,500
168,0.002468000000000359,0.0006789999999998741,13,500
169,0.0025479999999999947,0.0006330000000005498,13,500
170,0.003049999999999997,0.0005329999999998947,14,500
171,0.0029329999999996303,0.0005980000000000985,14,500
172,0.0027879999999997906,0.0005709999999998772,14,500
173,0.002283000000000257,0.0004930000000005208,14,500
174,0.0021930000000001115,0.000484000000000151,14,500
175,0.002260000000000595,0.0004879999999998219,15,500
176,0.002144000000000368,0.0004870000000005703,15,500
177,0.002307000000000059,0.0004930000000005208,15,500
178,0.0022489999999999455,0.0004819999999998714,15,500
179,0.0021620000000002193,0.0004930000000005208,15,500
180,0.002557999999999616,0.0004919999999994928,16,500
181,0.0029969999999996944,0.0005220000000001335,16,500
182,0.0027080000000001547,0.0005180000000004625,16,500
183,0.0022300000000008424,0.0004910000000002412,16,500
184,0.0022860000000006764,0.0005069999999998132,16,500
185,0.0027479999999995286,0.0004940000000006606,17,500
186,0.0022420000000007434,0.00048699999999968213,17,500
187,0.0022099999999998232,0.0004910000000002412,17,500
188,0.00219100000000072,0.0005109999999994841,17,500
189,0.002313999999999261,0.0004979999999994433,17,500
190,0.0024009999999998755,0.0004940000000006606,18,500
191,0.0022370000000000445,0.0004830000000000112,18,500
192,0.0022570000000001755,0.0004889999999999617,18,500
193,0.00233500000000042,0.0005030000000001422,18,500
194,0.002278999999999698,0.0004969999999993036,18,500
195,0.0021770000000005396,0.0004900000000001015,19,500
196,0.0022529999999996164,0.0004939999999997724,19,500
197,0.0021930000000001115,0.0004900000000001015,19,500
198,0.0023090000000003386,0.0004939999999997724,19,500
199,0.0022780000000004463,0.00048500000000029075,19,500
200,0.002391000000000254,0.0004949999999999122,0,600
201,0.0022570000000001755,0.0005060000000005616,0,600
202,0.0022020000000004814,0.0005020000000000024,0,600
203,0.0021889999999995524,0.0004949999999999122,0,600
204,0.0021809999999993224,0.0004910000000002412,0,600
205,0.002386999999999695,0.0005069999999998132,1,600
206,0.0025880000000002568,0.0005069999999998132,1,600
207,0.002252000000000365,0.0005100000000002325,1,600
208,0.002200000000000202,0.00048699999999968213,1,600
209,0.0025929999999991793,0.0005489999999994666,1,600
210,0.002514999999999823,0.0004999999999997229,2,600
211,0.002502999999999922,0.0005209999999999937,2,600
212,0.002502999999999922,0.0005129999999997636,2,600
213,0.0023329999999992523,0.0004910000000002412,2,600
214,0.0022010000000003416,0.0005060000000005616,2,600
215,0.003141999999999534,0.000544000000000544,3,600
216,0.0024370000000004666,0.0005009999999998627,3,600
217,0.002263000000000126,0.0004949999999999122,3,600
218,0.0022419999999998552,0.0005000000000006111,3,600
219,0.0022140000000003823,0.0004879999999998219,3,600
220,0.003331000000000195,0.0005689999999995976,4,600
221,0.0024879999999996016,0.0005209999999999937,4,600
