,trn_loss,trn_accy,tst_loss,tst_accy
0,4.996601581573486,0.6666666865348816,3.639272928237915,0.761904776096344
1,4.930905342102051,0.6666666865348816,3.5870399475097656,0.761904776096344
2,4.856306552886963,0.6666666865348816,3.5349977016448975,0.761904776096344
3,4.781219959259033,0.6666666865348816,3.4827537536621094,0.761904776096344
4,4.704674243927002,0.6666666865348816,3.4269933700561523,0.761904776096344
5,4.62844181060791,0.6666666865348816,3.371464490890503,0.761904776096344
6,4.552525520324707,0.6666666865348816,3.316160202026367,0.761904776096344
7,4.4769182205200195,0.6666666865348816,3.26106858253479,0.761904776096344
8,4.4016032218933105,0.6666666865348816,3.2061681747436523,0.761904776096344
9,4.326556205749512,0.6666666865348816,3.1514225006103516,0.761904776096344
10,4.251734256744385,0.6666666865348816,3.096710205078125,0.761904776096344
11,4.176990509033203,0.6666666865348816,3.0267951488494873,0.761904776096344
12,4.081650257110596,0.6666666865348816,2.9566614627838135,0.761904776096344
13,4.007342338562012,0.6666666865348816,2.9023940563201904,0.761904776096344
14,3.9335007667541504,0.6666666865348816,2.8484976291656494,0.761904776096344
15,3.8598551750183105,0.6666666865348816,2.7947471141815186,0.761904776096344
16,3.7863736152648926,0.6666666865348816,2.741112470626831,0.761904776096344
17,3.7130444049835205,0.6666666865348816,2.68758487701416,0.761904776096344
18,3.6398634910583496,0.6666666865348816,2.634160280227661,0.761904776096344
19,3.5668282508850098,0.6666666865348816,2.580838918685913,0.761904776096344
20,3.4939396381378174,0.6666666865348816,2.5276219844818115,0.761904776096344
21,3.421201229095459,0.6666666865348816,2.4745123386383057,0.761904776096344
22,3.348618745803833,0.6666666865348816,2.421515703201294,0.761904776096344
23,3.2761967182159424,0.6666666865348816,2.3686373233795166,0.761904776096344
24,3.203943967819214,0.6666666865348816,2.3158836364746094,0.761904776096344
25,3.131868839263916,0.6666666865348816,2.263263702392578,0.761904776096344
26,3.0599818229675293,0.6666666865348816,2.2107903957366943,0.761904776096344
27,2.988299608230591,0.6666666865348816,2.158501386642456,0.761904776096344
28,2.916872262954712,0.6666666865348816,2.1211488246917725,0.761904776096344
29,2.8658297061920166,0.6666666865348816,2.084746837615967,0.761904776096344
30,2.816087007522583,0.6666666865348816,2.048433303833008,0.761904776096344
31,2.7664637565612793,0.6666666865348816,2.012179374694824,0.761904776096344
32,2.7169201374053955,0.6666666865348816,1.9759775400161743,0.761904776096344
33,2.6674442291259766,0.6666666865348816,1.9398247003555298,0.761904776096344
34,2.6180310249328613,0.6666666865348816,1.9037200212478638,0.761904776096344
35,2.568678140640259,0.6666666865348816,1.8676623106002808,0.761904776096344
36,2.519382953643799,0.6666666865348816,1.8316513299942017,0.761904776096344
37,2.470142364501953,0.6666666865348816,1.795685887336731,0.761904776096344
38,2.4209561347961426,0.6666666865348816,1.7597665786743164,0.761904776096344
39,2.372002124786377,0.6666666865348816,1.7239593267440796,0.761904776096344
40,2.3230345249176025,0.6666666865348816,1.68818998336792,0.761904776096344
41,2.2741055488586426,0.6666666865348816,1.6524585485458374,0.761904776096344
42,2.225214958190918,0.6666666865348816,1.6167675256729126,0.761904776096344
43,2.1763641834259033,0.6666666865348816,1.5811196565628052,0.761904776096344
44,2.127552032470703,0.6666666865348816,1.5455178022384644,0.761904776096344
45,2.078781843185425,0.6666666865348816,1.50996732711792,0.761904776096344
46,2.0300564765930176,0.6666666865348816,1.4744752645492554,0.761904776096344
47,1.9813810586929321,0.6666666865348816,1.4390596151351929,0.761904776096344
48,1.9327713251113892,0.6666666865348816,1.412104606628418,0.761904776096344
49,1.8958933353424072,0.6666666865348816,1.3852462768554688,0.761904776096344
50,1.8591177463531494,0.6666666865348816,1.3584890365600586,0.761904776096344
51,1.822447419166565,0.6666666865348816,1.3318407535552979,0.761904776096344
52,1.785887360572815,0.6666666865348816,1.3053113222122192,0.761904776096344
53,1.7492468357086182,0.6666666865348816,1.2788292169570923,0.761904776096344
54,1.7127864360809326,0.6666666865348816,1.252485990524292,0.761904776096344
55,1.6764596700668335,0.6666666865348816,1.2262966632843018,0.761904776096344
56,1.6402775049209595,0.6666666865348816,1.2002779245376587,0.761904776096344
57,1.6042543649673462,0.6666666865348816,1.1744499206542969,0.761904776096344
58,1.568405032157898,0.6666666865348816,1.1488350629806519,0.761904776096344
59,1.532747507095337,0.6666666865348816,1.123458743095398,0.761904776096344
60,1.4973019361495972,0.6666666865348816,1.098350167274475,0.761904776096344
61,1.4620909690856934,0.6666666865348816,1.0735429525375366,0.761904776096344
62,1.4271401166915894,0.6666666865348816,1.0490745306015015,0.761904776096344
63,1.3924791812896729,0.6666666865348816,1.0249887704849243,0.761904776096344
64,1.358140468597412,0.6666666865348816,1.0013326406478882,0.761904776096344
65,1.324159860610962,0.6666666865348816,0.9781610369682312,0.761904776096344
66,1.2905782461166382,0.6666666865348816,0.9555343985557556,0.761904776096344
67,1.2574408054351807,0.6666666865348816,0.933521032333374,0.761904776096344
68,1.2247965335845947,0.6666666865348816,0.9121960997581482,0.761904776096344
69,1.1927013397216797,0.6666666865348816,0.8916432857513428,0.761904776096344
70,1.1612142324447632,0.6666666865348816,0.8719549179077148,0.761904776096344
71,1.1303989887237549,0.6666666865348816,0.8532297015190125,0.761904776096344
72,1.1003273725509644,0.6666666865348816,0.835577666759491,0.761904776096344
73,1.0710735321044922,0.6666666865348816,0.8191149234771729,0.761904776096344
