mxnet,tensorflow,seed,dim
0.011178732000075797,0.011505570000053922,0,500
0.007681270999910339,0.008465360000059263,0,500
0.006757695000032982,0.008320268999909786,0,500
0.006709950999947978,0.009344316000010622,0,500
0.007134608999990633,0.010678926999958094,0,500
0.006955118000064431,0.010535824999919896,1,500
0.006993927999928928,0.00923312400004761,1,500
0.006396907999942414,0.009437819999902786,1,500
0.006619275999923957,0.00943872100003773,1,500
0.006679457000018374,0.009172972999976992,1,500
0.007037824000008186,0.010620510000080685,2,500
0.007678759999976137,0.009822244000019964,2,500
0.0070076229999358475,0.009261134999974274,2,500
0.006986397999980909,0.009403969000004508,2,500
0.006940425999914623,0.009275205999983882,2,500
0.007503061999955207,0.009597421999956168,3,500
0.006640809000032277,0.009421210000027713,3,500
0.006653343999914796,0.009464256000001114,3,500
0.006728140000063831,0.009425936999946316,3,500
0.006627841000067747,0.008866053000019747,3,500
0.007664731999966534,0.01022147700007281,4,500
0.007081214000095315,0.009231314000089696,4,500
0.00725398600002336,0.009535553999967306,4,500
0.007321205999915037,0.008819861000006313,4,500
0.007086728999979641,0.008673142000020562,4,500
0.007720557999959965,0.010638083999992887,5,500
0.007085166000024401,0.009463246999985131,5,500
0.006937676000006832,0.009305103999963649,5,500
0.006959730000062336,0.009355124999956388,5,500
0.006773833000011109,0.009281472999987272,5,500
0.007622165000043424,0.010593979999953262,6,500
0.0072417049999558,0.009376281000072595,6,500
0.006684554000003118,0.00947966199998973,6,500
0.006711072999905809,0.009297590000073797,6,500
0.006694606999985808,0.00930710500006171,6,500
0.007083835999992516,0.00956272199994146,7,500
0.006571364000024005,0.009608476000039445,7,500
0.006654222000065602,0.009388798000031784,7,500
0.006715093000025263,0.009258025000008274,7,500
0.006582683000033285,0.009499317999939194,7,500
0.007430924999994204,0.009329573999934837,8,500
0.006820380000021942,0.009310165999977471,8,500
0.006808763999970324,0.009342435000007754,8,500
0.006800798000085706,0.009392531000003146,8,500
0.006788741999912418,0.009507263000045896,8,500
0.007523324000089815,0.009641004999934921,9,500
0.006965491999949336,0.009315560000004552,9,500
0.007007921999957034,0.009272759000054975,9,500
0.006925480999939282,0.009500064999997448,9,500
0.006962623999925199,0.009392504999937046,9,500
0.007648111999969842,0.010385362000079112,10,500
0.006865573000027325,0.009107574999916324,10,500
0.006901182999968114,0.009319002999973236,10,500
