,mxnet,tensorflow,seed,dim
0,2.302205679,0.08012956299999985,0,20000
1,0.01806157399999897,0.007247586000000084,0,20000
2,0.01645348000000091,0.00651576199999937,0,20000
3,0.016349534999999804,0.006530554999999438,0,20000
4,0.01675494500000063,0.006475099999999401,0,20000
5,0.015274098999999097,0.00659249000000095,1,20000
6,0.016447714999999974,0.00647512399999961,1,20000
7,0.01624374600000067,0.006469084000000791,1,20000
8,0.016412335000000056,0.0064881520000010795,1,20000
9,0.016201837000000552,0.006525080000001182,1,20000
10,0.014359490000000363,0.006532496000000165,2,20000
11,0.016486667000000566,0.006484488999999982,2,20000
12,0.01616092999999985,0.006472686000000394,2,20000
13,0.016004121000001703,0.00647112500000091,2,20000
14,0.01580823299999956,0.006521455999999759,2,20000
15,0.014785965999999817,0.00658727599999942,3,20000
16,0.015856248000000406,0.006441654000001407,3,20000
17,0.015856678999998763,0.0065148979999989365,3,20000
18,0.016592966999999348,0.00651935700000017,3,20000
19,0.015922729999999774,0.006458002999998769,3,20000
20,0.015496240999999245,0.0064765919999985044,4,20000
21,0.016248184000000165,0.0064457329999996205,4,20000
22,0.014623496000000458,0.005907854000000157,4,20000
23,0.014594985999998755,0.005854361000000807,4,20000
24,0.016173446999999896,0.006325517000000502,4,20000
25,0.014569884000000144,0.006408287000001067,5,20000
26,0.015770185999999242,0.006483637999998848,5,20000
27,0.016111323999998817,0.006476254000000736,5,20000
28,0.01597181999999897,0.006466070999998408,5,20000
29,0.0208401630000008,0.007459631000001465,5,20000
30,0.01389689400000016,0.005552455000000123,6,20000
31,0.014696980000000082,0.005339562000001408,6,20000
32,0.015228778999999193,0.0053087519999994726,6,20000
33,0.014836365999999046,0.0053043580000000645,6,20000
34,0.014808165000001594,0.005338328000000558,6,20000
35,0.012581327999999559,0.005611094000000705,7,20000
36,0.01224940900000071,0.006084602999999689,7,20000
37,0.015333787000001209,0.005321896999999964,7,20000
38,0.015207368000000443,0.005320615000000473,7,20000
39,0.015264652999999129,0.005322036000000807,7,20000
40,0.012071075999999792,0.00489342800000081,8,20000
41,0.014900155000001192,0.005308162000000394,8,20000
42,0.014919374999999846,0.005298415999998696,8,20000
43,0.014861269999999038,0.005373230000000007,8,20000
44,0.014801846999999313,0.005283866999999276,8,20000
45,0.01216408999999885,0.005403014000000539,9,20000
46,0.012822000000001665,0.004884794000000525,9,20000
47,0.01482838899999983,0.005302493000000297,9,20000
48,0.013085726999999991,0.005281686000000008,9,20000
49,0.014924835000000414,0.005345566000000801,9,20000
50,0.012446003999999178,0.004405135000000726,10,20000
51,0.013867119000000372,0.005309502000001132,10,20000
52,0.014815066999998905,0.005374909000000372,10,20000
53,0.01867991499999988,0.005330531999998556,10,20000
54,0.014807825000000108,0.005276143000001454,10,20000
55,0.012172097000000548,0.006147952000000956,11,20000
56,0.01531778000000017,0.005383122999999657,11,20000
57,0.01542512099999982,0.005326528999999525,11,20000
58,0.01487681800000118,0.005313967999999392,11,20000
59,0.014971104000000679,0.005331395000000683,11,20000
60,0.014323989999999398,0.005417184999998881,12,20000
61,0.014902217000001272,0.005304548999999881,12,20000
62,0.012172915999999034,0.00493235500000111,12,20000
63,0.014704465999999528,0.005297722999999976,12,20000
