mxnet,tensorflow,seed,dim
0.019867653000005703,3.2820299139999634,0,500
0.023626191000005292,0.06093560199997228,0,500
0.03054396700002826,0.06876303799998595,0,500
0.03189694499997131,0.06945706700003029,0,500
0.03236114699996051,0.06999802400002864,0,500
0.049523183000019344,0.06687232900003437,1,500
0.04757187000001295,0.06707122599999593,1,500
0.04942851799995651,0.06672078299999384,1,500
0.04906600800001115,0.06600669400000925,1,500
0.04931176399998094,0.06582613400001947,1,500
0.04694661199999928,0.066988919000039,2,500
0.04920587899999873,0.06636809299999413,2,500
0.04904775900001823,0.06514463000002024,2,500
0.0498124519999692,0.06408197900003643,2,500
0.0499348270000155,0.07248810099997627,2,500
0.06281258600000683,0.08737408499996491,3,500
0.0731321530000173,0.08690903899997693,3,500
0.06951605699998709,0.09542131899996775,3,500
0.07004398299994818,0.0923135780000166,3,500
0.07071795000001657,0.09117704300001606,3,500
0.07197186400003375,0.09203306099999509,4,500
0.07013748700001088,0.09114494299996068,4,500
0.06418190399995183,0.09053912000001674,4,500
0.062481268999988515,0.08850546899998335,4,500
0.061855035000007774,0.08778395699999919,4,500
0.06386603700002524,0.08902465199997778,5,500
0.06312471499995809,0.08894801000002417,5,500
0.06322023199999194,0.08715258800003767,5,500
0.06299388899998348,0.09371389599999702,5,500
0.06677030100001957,0.09332085899995946,5,500
0.07458236000002216,0.10185504099996479,6,500
0.07138519500000484,0.20761840699998402,6,500
0.08287219700002879,0.2301760650000233,6,500
0.08145192799997858,0.22043304499999294,6,500
0.09171402999999145,0.11088582600001473,6,500
0.09522243200001412,0.10996710500000972,7,500
0.09289461400004484,0.22388148999999657,7,500
0.08993609300000571,0.12044757600000366,7,500
0.08896034399998598,0.11267500200000313,7,500
0.08569136099998786,0.10741015799999332,7,500
0.08648765899999944,0.10722370499996714,8,500
0.08582369300000892,0.1314988850000418,8,500
0.07706076799996708,0.10464549499999976,8,500
0.07697141400001328,0.10284462499998881,8,500
0.08544381399997292,0.11558409400004166,8,500
0.08910380999998324,0.11724002400001154,9,500
0.08743547200003832,0.11057784600001241,9,500
0.08752777900002684,0.11265341500001114,9,500
0.07967650099999446,0.10363464499999964,9,500
0.08144922999997561,0.10896406299997352,9,500
0.08492081999997936,0.10439297400000669,10,500
0.07638489900000422,0.10279798900000969,10,500
0.07729187400002502,0.09811220899996442,10,500
0.07674620699998513,0.10721612499997946,10,500
0.0763998259999994,0.10631215699999075,10,500
0.08059255199998461,0.10690020900000263,11,500
0.07677924100005384,0.10594897400000036,11,500
0.07662915700001349,0.10594448000000511,11,500
0.07591254699997307,0.10630150700001195,11,500
0.07611930699999903,0.10562615800000685,11,500
0.07734089500002028,0.09893982300002335,12,500
0.07704399499999681,0.10685654299999214,12,500
0.07714181400001507,0.10639081900001202,12,500
0.07651936399997794,0.11233439699998371,12,500
0.07656323500003737,0.10467768900002739,12,500
0.07595218700004125,0.10071746500000245,13,500
0.07259146699999519,0.10547119300002805,13,500
0.07250081999995928,0.09746500500000366,13,500
0.07203211899997086,0.10677533599999833,13,500
0.07267708400001993,0.1067525110000247,13,500
0.07602045200002294,0.10671124799995368,14,500
0.07252530900001375,0.10653263199998264,14,500
0.07274461899999096,0.10648036200001343,14,500
0.07232593700001644,0.10498563999999533,14,500
0.07374331599999095,0.11051275400001259,14,500
0.07594937900000787,0.10074143800000002,15,500
0.07334968599997183,0.09885775899999771,15,500
0.07261330599999383,0.1176677039999845,15,500
0.07302466800001639,0.12714661600000454,15,500
0.07348461899999847,0.12143406199999163,15,500
0.07614282299999786,0.10442749600002799,16,500
0.07348329300003797,0.10341631500000403,16,500
0.07332621599999811,0.10395727899998519,16,500
0.07319209899998214,0.1035036590000118,16,500
0.0732348249999859,0.10322294400003784,16,500
0.07620423799994569,0.1051086790000113,17,500
0.07316949899995961,0.10339303799997879,17,500
0.07318666399999074,0.10379679499999384,17,500
0.07320100800001228,0.10432296199996927,17,500
0.07320914100000664,0.10284683600002609,17,500
0.07886759699999857,0.10452282199997853,18,500
0.07257260800002996,0.10389367800001992,18,500
0.0722946879999995,0.1040299169999912,18,500
0.07217461600004071,0.10283630500003937,18,500
0.07226585600000135,0.10361424199999192,18,500
0.0767525159999991,0.10477361599998858,19,500
0.07310676800000238,0.1032857360000321,19,500
0.07308120100003634,0.10352851599998303,19,500
0.07314995600000884,0.10534070700003895,19,500
0.0730782960000056,0.10374525900004983,19,500
0.07827380600002698,0.11133183300000837,0,3500
0.07398410300004343,0.10801570400002447,0,3500
0.07269040300002416,0.17385652899997694,0,3500
0.07755700500001694,0.10950724000002765,0,3500
0.0735846779999747,0.10735833599994749,0,3500
0.07792545799998152,0.10883417700000564,1,3500
0.07356434299998682,0.10687989300004119,1,3500
0.07319846699999744,0.10675513400002501,1,3500
0.07318055399997547,0.10608590100002857,1,3500
0.07326105800001415,0.10619111500000145,1,3500
0.07666299800001752,0.10809007300002804,2,3500
0.07303405299995802,0.10700201899999229,2,3500
0.07286720000001878,0.1068907360000253,2,3500
0.07321126799996591,0.10557951099997354,2,3500
0.07308484899999712,0.10722832200002586,2,3500
0.07671763999996983,0.10803129800001443,3,3500
0.07262128500002518,0.10644110900000214,3,3500
0.07355354599997099,0.10595318200000747,3,3500
0.07304813900003637,0.10763319500000534,3,3500
0.07321529899996904,0.20884677200001533,3,3500
0.07761822100002291,0.1088784579999924,4,3500
0.07284343399999216,0.10621981700001015,4,3500
0.07193627499998456,0.10635997299999644,4,3500
0.07206138099996906,0.10639261000000033,4,3500
0.07216795299996193,0.10641150100002505,4,3500
0.0787988580000274,0.10886937700001909,5,3500
